,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
1570,60.0,65.0,42.0,59.0,65.0,43.0,48.0,57.0,40.0,31.0,29.0,52.0,58.0,57.0,61.0,60.0,58.0,63.0,65.0,58.0,72.0,56.0,70.0,26.0,65.0,46.0,62.0,33.0,33.0,41.0,11.0,13.0,14.0,7.0,6.0
1578,60.0,68.0,37.0,32.0,67.0,60.0,38.0,44.0,53.0,39.0,58.0,61.0,69.0,68.0,61.0,54.0,64.0,61.0,71.0,76.0,73.0,56.0,57.0,50.0,55.0,52.0,61.0,62.0,64.0,60.0,8.0,6.0,15.0,14.0,13.0
1595,73.0,73.0,19.0,18.0,18.0,28.0,32.0,19.0,27.0,21.0,25.0,27.0,47.0,49.0,50.0,72.0,42.0,17.0,73.0,41.0,72.0,14.0,44.0,22.0,16.0,63.0,41.0,20.0,11.0,18.0,75.0,69.0,82.0,70.0,75.0
1615,68.0,68.0,72.0,55.0,68.0,64.0,57.0,63.0,64.0,63.0,66.0,59.0,77.0,83.0,75.0,64.0,71.0,65.0,80.0,90.0,75.0,62.0,83.0,59.0,68.0,74.0,70.0,62.0,67.0,66.0,15.0,8.0,6.0,10.0,11.0
1645,69.0,73.0,71.0,68.0,58.0,66.0,65.0,70.0,59.0,65.0,59.0,64.0,81.0,78.0,68.0,58.0,80.0,68.0,66.0,67.0,46.0,59.0,54.0,34.0,68.0,77.0,67.0,14.0,17.0,22.0,8.0,8.0,12.0,8.0,10.0
1658,65.0,65.0,67.0,63.0,37.0,61.0,64.0,70.0,63.0,66.0,60.0,67.0,77.0,73.0,68.0,60.0,69.0,68.0,47.0,63.0,57.0,67.0,49.0,43.0,59.0,56.0,53.0,45.0,48.0,46.0,6.0,7.0,8.0,6.0,8.0
1685,66.0,76.0,61.0,35.0,62.0,61.0,34.0,65.0,43.0,39.0,57.0,63.0,79.0,76.0,65.0,66.0,81.0,37.0,62.0,72.0,52.0,29.0,58.0,65.0,51.0,48.0,47.0,63.0,69.0,62.0,12.0,11.0,6.0,15.0,8.0
1700,69.0,69.0,71.0,54.0,66.0,69.0,58.0,68.0,73.0,76.0,66.0,68.0,69.0,75.0,65.0,73.0,63.0,73.0,66.0,77.0,72.0,60.0,68.0,61.0,70.0,64.0,61.0,67.0,70.0,69.0,9.0,13.0,13.0,8.0,10.0
1728,78.0,78.0,79.0,75.0,44.0,79.0,67.0,85.0,77.0,77.0,73.0,82.0,78.0,69.0,84.0,72.0,78.0,74.0,53.0,71.0,64.0,78.0,62.0,48.0,77.0,74.0,68.0,39.0,33.0,34.0,9.0,6.0,14.0,14.0,10.0
1753,57.0,69.0,43.0,44.0,48.0,67.0,37.0,56.0,42.0,41.0,62.0,61.0,66.0,67.0,70.0,57.0,75.0,66.0,67.0,54.0,58.0,47.0,64.0,40.0,54.0,54.0,47.0,39.0,50.0,49.0,7.0,7.0,12.0,13.0,16.0
1769,67.0,67.0,35.0,31.0,64.0,47.0,42.0,47.0,37.0,24.0,40.0,49.0,55.0,71.0,68.0,64.0,59.0,67.0,53.0,80.0,80.0,28.0,81.0,73.0,30.0,46.0,44.0,60.0,76.0,60.0,12.0,10.0,11.0,11.0,11.0
1792,80.0,80.0,74.0,73.0,67.0,83.0,72.0,85.0,77.0,66.0,74.0,82.0,76.0,70.0,83.0,75.0,76.0,68.0,73.0,83.0,67.0,72.0,46.0,61.0,76.0,83.0,70.0,30.0,52.0,38.0,6.0,15.0,14.0,8.0,11.0
1831,70.0,70.0,56.0,75.0,66.0,65.0,70.0,62.0,66.0,53.0,53.0,69.0,76.0,74.0,70.0,73.0,77.0,66.0,75.0,70.0,60.0,62.0,47.0,34.0,74.0,66.0,79.0,19.0,21.0,14.0,8.0,7.0,6.0,6.0,16.0
1865,74.0,80.0,79.0,66.0,46.0,77.0,77.0,74.0,76.0,75.0,73.0,82.0,68.0,74.0,80.0,74.0,80.0,74.0,53.0,69.0,44.0,70.0,59.0,58.0,69.0,73.0,59.0,45.0,56.0,52.0,15.0,7.0,7.0,11.0,8.0
1887,62.0,64.0,36.0,47.0,59.0,60.0,21.0,33.0,29.0,57.0,56.0,44.0,69.0,63.0,62.0,63.0,62.0,74.0,65.0,71.0,75.0,59.0,69.0,71.0,39.0,39.0,46.0,59.0,70.0,68.0,6.0,9.0,12.0,15.0,10.0
1900,69.0,73.0,65.0,65.0,57.0,64.0,64.0,73.0,58.0,48.0,63.0,72.0,74.0,82.0,63.0,64.0,67.0,71.0,70.0,75.0,74.0,71.0,67.0,57.0,69.0,66.0,58.0,46.0,52.0,49.0,8.0,9.0,7.0,10.0,10.0
1911,73.0,78.0,76.0,26.0,66.0,68.0,27.0,66.0,59.0,35.0,66.0,69.0,75.0,77.0,65.0,72.0,42.0,37.0,58.0,84.0,76.0,31.0,72.0,72.0,50.0,50.0,31.0,68.0,72.0,73.0,14.0,14.0,13.0,7.0,6.0
1925,73.0,77.0,73.0,43.0,58.0,71.0,43.0,70.0,73.0,52.0,67.0,71.0,79.0,78.0,76.0,73.0,73.0,69.0,71.0,75.0,70.0,62.0,66.0,73.0,63.0,69.0,50.0,73.0,75.0,74.0,6.0,15.0,12.0,6.0,14.0
1945,71.0,72.0,58.0,57.0,66.0,74.0,63.0,68.0,54.0,57.0,71.0,72.0,67.0,66.0,74.0,70.0,75.0,73.0,73.0,75.0,64.0,74.0,59.0,66.0,63.0,71.0,51.0,67.0,68.0,70.0,9.0,8.0,11.0,15.0,14.0
1966,66.0,66.0,72.0,53.0,60.0,62.0,48.0,62.0,56.0,37.0,58.0,61.0,72.0,70.0,58.0,70.0,75.0,59.0,69.0,79.0,57.0,52.0,74.0,54.0,58.0,57.0,59.0,67.0,62.0,65.0,10.0,12.0,12.0,14.0,10.0
1979,62.0,68.0,42.0,62.0,55.0,54.0,59.0,62.0,49.0,43.0,39.0,60.0,79.0,78.0,70.0,60.0,70.0,62.0,49.0,54.0,56.0,59.0,61.0,15.0,62.0,56.0,67.0,16.0,18.0,23.0,11.0,10.0,7.0,15.0,8.0
1992,66.0,66.0,44.0,65.0,78.0,53.0,62.0,55.0,50.0,43.0,42.0,59.0,55.0,55.0,34.0,65.0,43.0,78.0,67.0,55.0,86.0,63.0,48.0,34.0,64.0,42.0,56.0,15.0,13.0,12.0,9.0,16.0,8.0,15.0,15.0
2024,69.0,84.0,65.0,68.0,51.0,64.0,61.0,77.0,68.0,62.0,63.0,69.0,80.0,78.0,81.0,64.0,81.0,69.0,53.0,66.0,39.0,66.0,55.0,44.0,60.0,60.0,60.0,44.0,54.0,47.0,8.0,6.0,8.0,7.0,12.0
2035,64.0,68.0,65.0,36.0,56.0,64.0,42.0,62.0,59.0,30.0,59.0,61.0,83.0,80.0,58.0,54.0,74.0,66.0,59.0,64.0,57.0,51.0,58.0,52.0,49.0,44.0,44.0,66.0,64.0,65.0,13.0,12.0,11.0,14.0,13.0
2049,72.0,72.0,43.0,36.0,76.0,68.0,40.0,51.0,35.0,48.0,67.0,61.0,40.0,52.0,35.0,65.0,47.0,74.0,49.0,74.0,90.0,35.0,83.0,76.0,52.0,61.0,52.0,63.0,77.0,59.0,6.0,14.0,13.0,14.0,7.0
2063,71.0,71.0,47.0,75.0,72.0,65.0,64.0,67.0,45.0,43.0,49.0,71.0,62.0,66.0,65.0,69.0,67.0,75.0,69.0,74.0,80.0,64.0,61.0,18.0,70.0,55.0,80.0,24.0,23.0,21.0,11.0,11.0,11.0,11.0,9.0
2090,56.0,66.0,58.0,58.0,53.0,56.0,37.0,59.0,47.0,30.0,33.0,61.0,73.0,65.0,72.0,51.0,71.0,56.0,59.0,51.0,58.0,54.0,28.0,18.0,45.0,44.0,53.0,25.0,25.0,21.0,7.0,6.0,15.0,8.0,13.0
2099,67.0,69.0,63.0,55.0,59.0,71.0,57.0,65.0,66.0,67.0,66.0,68.0,66.0,69.0,68.0,69.0,69.0,66.0,72.0,83.0,69.0,60.0,66.0,65.0,64.0,65.0,60.0,56.0,64.0,53.0,14.0,11.0,6.0,10.0,15.0
2118,70.0,74.0,68.0,43.0,56.0,69.0,40.0,68.0,59.0,66.0,60.0,71.0,78.0,74.0,75.0,70.0,69.0,67.0,53.0,72.0,68.0,64.0,62.0,69.0,54.0,58.0,48.0,71.0,70.0,68.0,8.0,9.0,15.0,9.0,6.0
2141,74.0,74.0,49.0,74.0,80.0,71.0,67.0,70.0,58.0,42.0,48.0,73.0,53.0,65.0,62.0,75.0,59.0,80.0,65.0,68.0,86.0,61.0,74.0,41.0,74.0,66.0,76.0,27.0,41.0,13.0,14.0,12.0,6.0,16.0,9.0
2173,66.0,74.0,58.0,66.0,50.0,62.0,60.0,67.0,65.0,38.0,56.0,72.0,78.0,76.0,82.0,68.0,67.0,69.0,57.0,71.0,61.0,71.0,55.0,45.0,69.0,63.0,60.0,29.0,32.0,31.0,16.0,15.0,12.0,8.0,14.0
2196,66.0,70.0,61.0,45.0,58.0,74.0,47.0,61.0,62.0,61.0,72.0,69.0,68.0,70.0,65.0,63.0,65.0,59.0,67.0,71.0,75.0,61.0,75.0,59.0,55.0,67.0,57.0,50.0,63.0,66.0,8.0,10.0,15.0,9.0,11.0
2206,52.0,59.0,38.0,25.0,51.0,37.0,22.0,35.0,20.0,25.0,34.0,45.0,61.0,62.0,56.0,45.0,61.0,32.0,65.0,58.0,70.0,25.0,55.0,57.0,20.0,27.0,20.0,53.0,57.0,53.0,9.0,12.0,11.0,11.0,5.0
2214,66.0,76.0,66.0,68.0,64.0,67.0,53.0,72.0,49.0,42.0,58.0,68.0,74.0,78.0,71.0,60.0,53.0,59.0,64.0,56.0,54.0,63.0,49.0,22.0,66.0,53.0,70.0,40.0,22.0,24.0,9.0,15.0,14.0,7.0,8.0
2228,64.0,64.0,34.0,38.0,69.0,56.0,31.0,44.0,46.0,42.0,59.0,56.0,49.0,45.0,48.0,63.0,57.0,54.0,60.0,62.0,72.0,46.0,71.0,64.0,33.0,47.0,34.0,62.0,63.0,60.0,14.0,12.0,6.0,13.0,15.0
2247,67.0,69.0,53.0,35.0,69.0,56.0,45.0,44.0,37.0,38.0,48.0,52.0,48.0,53.0,33.0,61.0,32.0,54.0,56.0,66.0,89.0,40.0,80.0,63.0,30.0,41.0,54.0,65.0,67.0,61.0,8.0,12.0,9.0,6.0,7.0
2265,68.0,74.0,59.0,31.0,70.0,61.0,35.0,47.0,31.0,36.0,49.0,50.0,47.0,58.0,43.0,58.0,55.0,48.0,63.0,73.0,89.0,34.0,63.0,66.0,24.0,26.0,40.0,68.0,70.0,66.0,6.0,10.0,8.0,16.0,14.0
2281,74.0,76.0,75.0,52.0,57.0,71.0,59.0,66.0,65.0,34.0,64.0,69.0,84.0,86.0,76.0,71.0,82.0,64.0,84.0,80.0,75.0,62.0,69.0,72.0,65.0,61.0,53.0,71.0,74.0,73.0,11.0,15.0,6.0,11.0,12.0
2309,68.0,82.0,52.0,52.0,49.0,71.0,43.0,74.0,49.0,41.0,68.0,74.0,73.0,72.0,63.0,69.0,66.0,57.0,61.0,60.0,64.0,57.0,68.0,62.0,62.0,69.0,53.0,63.0,62.0,59.0,8.0,11.0,9.0,9.0,13.0
2318,69.0,69.0,50.0,72.0,67.0,51.0,67.0,64.0,62.0,68.0,54.0,67.0,66.0,64.0,70.0,68.0,58.0,71.0,73.0,71.0,82.0,68.0,70.0,41.0,71.0,61.0,73.0,30.0,31.0,29.0,5.0,7.0,10.0,15.0,5.0
2326,75.0,76.0,75.0,67.0,36.0,74.0,77.0,86.0,80.0,73.0,62.0,83.0,73.0,67.0,78.0,73.0,78.0,79.0,45.0,48.0,68.0,75.0,59.0,39.0,72.0,73.0,74.0,29.0,32.0,25.0,4.0,6.0,4.0,4.0,6.0
2376,79.0,82.0,73.0,77.0,47.0,77.0,74.0,83.0,75.0,76.0,70.0,85.0,82.0,79.0,82.0,72.0,76.0,76.0,68.0,68.0,64.0,81.0,44.0,32.0,76.0,80.0,76.0,23.0,35.0,35.0,6.0,14.0,7.0,6.0,12.0
2418,80.0,81.0,34.0,34.0,84.0,63.0,46.0,55.0,51.0,61.0,47.0,72.0,48.0,65.0,47.0,68.0,30.0,84.0,57.0,63.0,87.0,73.0,82.0,80.0,27.0,34.0,60.0,82.0,86.0,78.0,10.0,13.0,13.0,8.0,12.0
2443,67.0,71.0,67.0,46.0,55.0,63.0,46.0,68.0,59.0,69.0,62.0,63.0,79.0,77.0,78.0,63.0,77.0,69.0,72.0,76.0,62.0,70.0,68.0,70.0,56.0,50.0,35.0,63.0,65.0,66.0,12.0,11.0,10.0,13.0,7.0
2451,66.0,66.0,54.0,46.0,65.0,68.0,33.0,61.0,64.0,64.0,60.0,66.0,55.0,46.0,41.0,66.0,53.0,84.0,62.0,84.0,84.0,72.0,80.0,65.0,58.0,65.0,33.0,63.0,67.0,58.0,12.0,7.0,9.0,11.0,14.0
2462,68.0,68.0,67.0,62.0,59.0,68.0,67.0,73.0,67.0,62.0,55.0,72.0,76.0,74.0,79.0,67.0,70.0,67.0,52.0,63.0,70.0,61.0,60.0,38.0,67.0,66.0,64.0,25.0,23.0,25.0,9.0,14.0,7.0,7.0,5.0
2483,71.0,71.0,62.0,53.0,61.0,70.0,54.0,67.0,70.0,64.0,74.0,72.0,68.0,67.0,72.0,71.0,69.0,76.0,79.0,81.0,75.0,73.0,77.0,75.0,63.0,74.0,61.0,60.0,63.0,67.0,8.0,11.0,13.0,10.0,14.0
2499,79.0,79.0,28.0,45.0,80.0,58.0,45.0,53.0,43.0,55.0,64.0,64.0,56.0,66.0,58.0,63.0,50.0,83.0,76.0,64.0,90.0,58.0,82.0,81.0,24.0,22.0,48.0,81.0,84.0,80.0,5.0,3.0,5.0,5.0,3.0
2534,65.0,65.0,62.0,56.0,50.0,68.0,54.0,66.0,49.0,70.0,68.0,69.0,59.0,60.0,67.0,67.0,63.0,73.0,76.0,51.0,72.0,56.0,56.0,43.0,65.0,70.0,75.0,42.0,30.0,32.0,12.0,6.0,10.0,10.0,9.0
2541,66.0,66.0,46.0,70.0,75.0,51.0,67.0,58.0,45.0,46.0,46.0,57.0,51.0,53.0,54.0,67.0,34.0,72.0,51.0,52.0,90.0,57.0,66.0,28.0,68.0,54.0,66.0,20.0,21.0,24.0,13.0,10.0,13.0,11.0,13.0
2548,69.0,69.0,36.0,72.0,74.0,53.0,66.0,64.0,38.0,35.0,43.0,69.0,60.0,63.0,53.0,65.0,38.0,73.0,56.0,60.0,79.0,68.0,70.0,15.0,74.0,44.0,63.0,16.0,25.0,19.0,10.0,14.0,15.0,9.0,8.0
2558,70.0,70.0,62.0,63.0,64.0,74.0,64.0,68.0,36.0,56.0,72.0,72.0,69.0,72.0,65.0,65.0,67.0,84.0,74.0,76.0,84.0,75.0,81.0,64.0,59.0,68.0,57.0,60.0,67.0,66.0,13.0,14.0,14.0,12.0,6.0
2592,61.0,66.0,46.0,63.0,48.0,52.0,56.0,60.0,38.0,48.0,45.0,61.0,67.0,69.0,62.0,62.0,63.0,60.0,62.0,60.0,63.0,58.0,57.0,31.0,68.0,47.0,58.0,36.0,46.0,20.0,13.0,7.0,15.0,14.0,6.0
2598,77.0,80.0,68.0,73.0,60.0,75.0,72.0,84.0,73.0,62.0,63.0,79.0,75.0,79.0,81.0,78.0,78.0,82.0,61.0,75.0,73.0,74.0,68.0,42.0,76.0,75.0,69.0,29.0,40.0,36.0,13.0,14.0,8.0,15.0,16.0
2636,61.0,61.0,41.0,44.0,49.0,62.0,65.0,64.0,72.0,63.0,61.0,63.0,64.0,65.0,67.0,65.0,68.0,57.0,61.0,66.0,61.0,67.0,63.0,42.0,65.0,62.0,51.0,45.0,47.0,43.0,10.0,11.0,5.0,12.0,7.0
2642,66.0,66.0,67.0,68.0,64.0,66.0,71.0,63.0,69.0,73.0,64.0,68.0,57.0,59.0,64.0,68.0,56.0,80.0,62.0,62.0,76.0,72.0,58.0,46.0,71.0,70.0,78.0,26.0,40.0,42.0,15.0,11.0,13.0,11.0,8.0
2651,75.0,84.0,72.0,66.0,23.0,75.0,67.0,84.0,70.0,65.0,73.0,81.0,85.0,77.0,84.0,69.0,65.0,58.0,61.0,55.0,56.0,67.0,31.0,21.0,68.0,76.0,60.0,20.0,22.0,22.0,15.0,10.0,11.0,12.0,7.0
2673,61.0,61.0,41.0,33.0,61.0,53.0,40.0,41.0,29.0,41.0,47.0,50.0,52.0,52.0,40.0,58.0,39.0,47.0,56.0,76.0,85.0,42.0,84.0,52.0,36.0,43.0,48.0,55.0,60.0,55.0,6.0,7.0,12.0,13.0,7.0
2692,74.0,79.0,69.0,77.0,50.0,68.0,75.0,83.0,83.0,63.0,57.0,81.0,78.0,75.0,77.0,74.0,77.0,74.0,75.0,72.0,69.0,82.0,56.0,26.0,73.0,68.0,77.0,30.0,37.0,24.0,11.0,6.0,11.0,12.0,8.0
2714,65.0,66.0,60.0,45.0,50.0,57.0,33.0,52.0,58.0,50.0,56.0,54.0,81.0,77.0,68.0,61.0,60.0,50.0,64.0,72.0,70.0,43.0,68.0,63.0,45.0,29.0,50.0,66.0,64.0,67.0,15.0,10.0,7.0,14.0,16.0
2730,62.0,65.0,62.0,55.0,58.0,50.0,36.0,63.0,54.0,43.0,49.0,61.0,93.0,83.0,91.0,61.0,91.0,63.0,91.0,64.0,34.0,62.0,76.0,70.0,66.0,41.0,54.0,43.0,42.0,41.0,11.0,15.0,11.0,7.0,14.0
2748,52.0,60.0,45.0,13.0,54.0,54.0,32.0,42.0,66.0,37.0,34.0,54.0,55.0,62.0,39.0,37.0,56.0,35.0,57.0,60.0,55.0,11.0,60.0,61.0,47.0,33.0,37.0,50.0,47.0,50.0,9.0,5.0,12.0,15.0,5.0
2751,70.0,70.0,63.0,71.0,52.0,67.0,68.0,76.0,78.0,69.0,46.0,75.0,76.0,74.0,80.0,73.0,84.0,75.0,72.0,59.0,59.0,67.0,54.0,25.0,70.0,65.0,79.0,16.0,16.0,12.0,7.0,6.0,9.0,11.0,10.0
2777,65.0,65.0,57.0,66.0,72.0,66.0,66.0,66.0,65.0,79.0,59.0,68.0,66.0,62.0,61.0,57.0,64.0,62.0,54.0,59.0,48.0,68.0,51.0,38.0,63.0,64.0,52.0,46.0,52.0,45.0,5.0,13.0,9.0,6.0,14.0
2784,61.0,61.0,50.0,28.0,45.0,64.0,27.0,59.0,59.0,38.0,59.0,66.0,60.0,51.0,63.0,65.0,66.0,48.0,54.0,74.0,67.0,45.0,59.0,65.0,58.0,56.0,41.0,61.0,63.0,55.0,12.0,15.0,7.0,13.0,9.0
2807,73.0,79.0,73.0,70.0,55.0,73.0,53.0,75.0,60.0,55.0,74.0,72.0,78.0,76.0,73.0,71.0,77.0,67.0,62.0,63.0,52.0,68.0,56.0,52.0,75.0,67.0,56.0,50.0,48.0,52.0,13.0,6.0,6.0,14.0,11.0
2820,73.0,73.0,70.0,62.0,48.0,78.0,51.0,72.0,81.0,72.0,73.0,81.0,65.0,67.0,68.0,75.0,67.0,58.0,54.0,70.0,64.0,64.0,70.0,70.0,62.0,71.0,71.0,68.0,72.0,69.0,6.0,15.0,12.0,6.0,7.0
2841,68.0,71.0,71.0,48.0,58.0,69.0,52.0,68.0,67.0,52.0,64.0,70.0,85.0,77.0,80.0,63.0,92.0,55.0,83.0,78.0,53.0,56.0,64.0,71.0,59.0,47.0,38.0,62.0,64.0,69.0,10.0,12.0,7.0,8.0,11.0
2858,61.0,61.0,56.0,30.0,51.0,45.0,35.0,40.0,59.0,32.0,41.0,42.0,50.0,61.0,73.0,74.0,57.0,62.0,57.0,79.0,64.0,48.0,61.0,56.0,36.0,42.0,36.0,60.0,61.0,70.0,13.0,12.0,8.0,7.0,13.0
2873,77.0,77.0,61.0,74.0,68.0,75.0,74.0,83.0,76.0,57.0,56.0,84.0,83.0,78.0,77.0,77.0,64.0,75.0,74.0,66.0,68.0,69.0,58.0,32.0,82.0,72.0,67.0,21.0,19.0,16.0,13.0,14.0,12.0,6.0,15.0
2904,71.0,71.0,57.0,27.0,76.0,63.0,21.0,59.0,33.0,22.0,61.0,65.0,75.0,71.0,68.0,73.0,76.0,47.0,80.0,75.0,77.0,34.0,58.0,65.0,53.0,58.0,44.0,76.0,76.0,79.0,6.0,15.0,8.0,13.0,10.0
2931,72.0,82.0,75.0,40.0,54.0,71.0,48.0,69.0,62.0,35.0,59.0,72.0,74.0,76.0,70.0,69.0,64.0,60.0,66.0,69.0,63.0,42.0,67.0,77.0,51.0,52.0,32.0,71.0,72.0,76.0,9.0,14.0,14.0,8.0,8.0
2941,62.0,62.0,56.0,53.0,61.0,60.0,51.0,61.0,43.0,56.0,61.0,64.0,54.0,63.0,54.0,46.0,62.0,62.0,57.0,72.0,83.0,49.0,67.0,63.0,48.0,61.0,62.0,60.0,60.0,59.0,14.0,6.0,5.0,14.0,13.0
2951,75.0,75.0,72.0,78.0,65.0,79.0,73.0,75.0,82.0,76.0,67.0,79.0,65.0,69.0,75.0,73.0,76.0,74.0,65.0,55.0,71.0,75.0,80.0,36.0,78.0,76.0,86.0,21.0,30.0,28.0,10.0,10.0,12.0,10.0,8.0
2963,66.0,66.0,64.0,58.0,59.0,65.0,55.0,71.0,61.0,59.0,54.0,72.0,80.0,78.0,76.0,63.0,71.0,60.0,64.0,60.0,64.0,60.0,52.0,26.0,63.0,57.0,66.0,26.0,34.0,31.0,6.0,8.0,7.0,9.0,15.0
2995,63.0,67.0,53.0,50.0,57.0,67.0,32.0,67.0,51.0,47.0,64.0,65.0,75.0,64.0,80.0,63.0,76.0,56.0,77.0,65.0,64.0,48.0,53.0,64.0,58.0,64.0,60.0,50.0,51.0,54.0,8.0,9.0,6.0,8.0,10.0
3005,78.0,78.0,68.0,78.0,86.0,71.0,74.0,74.0,68.0,48.0,54.0,76.0,82.0,84.0,75.0,77.0,68.0,77.0,91.0,74.0,76.0,64.0,58.0,44.0,78.0,65.0,72.0,23.0,33.0,28.0,9.0,14.0,13.0,14.0,6.0
3038,72.0,77.0,65.0,61.0,66.0,63.0,60.0,79.0,68.0,65.0,65.0,77.0,86.0,86.0,87.0,70.0,85.0,65.0,55.0,85.0,46.0,64.0,56.0,40.0,63.0,63.0,67.0,30.0,45.0,50.0,7.0,6.0,7.0,11.0,8.0
3056,71.0,71.0,76.0,50.0,40.0,78.0,60.0,74.0,76.0,70.0,78.0,74.0,77.0,55.0,85.0,70.0,88.0,62.0,52.0,45.0,33.0,60.0,60.0,50.0,62.0,76.0,74.0,39.0,44.0,40.0,9.0,8.0,12.0,10.0,5.0
3068,64.0,72.0,52.0,54.0,49.0,58.0,53.0,70.0,61.0,58.0,48.0,72.0,72.0,73.0,71.0,70.0,63.0,64.0,71.0,73.0,70.0,52.0,40.0,25.0,66.0,58.0,53.0,25.0,25.0,25.0,9.0,9.0,13.0,15.0,13.0
3081,70.0,74.0,69.0,59.0,60.0,67.0,67.0,74.0,77.0,73.0,61.0,75.0,72.0,78.0,83.0,65.0,85.0,70.0,74.0,70.0,34.0,70.0,60.0,22.0,67.0,58.0,65.0,28.0,30.0,32.0,10.0,11.0,7.0,11.0,6.0
3115,66.0,66.0,66.0,62.0,50.0,65.0,51.0,63.0,64.0,59.0,56.0,66.0,82.0,79.0,69.0,59.0,72.0,72.0,69.0,78.0,65.0,54.0,55.0,50.0,69.0,46.0,51.0,50.0,49.0,39.0,15.0,15.0,13.0,15.0,10.0
3139,78.0,78.0,12.0,16.0,15.0,21.0,12.0,15.0,12.0,17.0,32.0,23.0,46.0,44.0,47.0,75.0,48.0,40.0,69.0,38.0,74.0,20.0,38.0,25.0,12.0,32.0,44.0,14.0,19.0,14.0,80.0,75.0,71.0,75.0,86.0
3167,59.0,65.0,46.0,37.0,56.0,58.0,41.0,38.0,47.0,35.0,52.0,51.0,63.0,65.0,61.0,60.0,57.0,44.0,66.0,62.0,70.0,35.0,70.0,57.0,22.0,52.0,54.0,55.0,59.0,54.0,14.0,13.0,5.0,9.0,14.0
3172,70.0,70.0,25.0,25.0,25.0,27.0,25.0,25.0,25.0,25.0,25.0,26.0,36.0,39.0,32.0,66.0,48.0,25.0,73.0,30.0,69.0,25.0,31.0,21.0,25.0,25.0,29.0,25.0,25.0,25.0,71.0,70.0,65.0,69.0,73.0
3189,67.0,67.0,73.0,59.0,57.0,70.0,72.0,70.0,73.0,67.0,70.0,72.0,65.0,75.0,63.0,65.0,75.0,70.0,63.0,30.0,77.0,71.0,67.0,63.0,68.0,63.0,65.0,41.0,67.0,55.0,11.0,5.0,8.0,9.0,12.0
3202,60.0,66.0,58.0,54.0,57.0,65.0,67.0,70.0,39.0,58.0,64.0,66.0,67.0,70.0,62.0,67.0,48.0,72.0,41.0,65.0,66.0,60.0,47.0,58.0,60.0,51.0,46.0,56.0,61.0,53.0,7.0,6.0,10.0,6.0,12.0
3208,67.0,67.0,54.0,42.0,58.0,56.0,26.0,44.0,37.0,74.0,53.0,57.0,72.0,62.0,58.0,65.0,66.0,67.0,91.0,72.0,75.0,55.0,71.0,72.0,41.0,47.0,56.0,71.0,63.0,66.0,12.0,12.0,14.0,5.0,13.0
3220,67.0,67.0,25.0,22.0,68.0,56.0,13.0,27.0,17.0,19.0,48.0,48.0,54.0,55.0,51.0,68.0,52.0,35.0,78.0,68.0,68.0,18.0,69.0,64.0,13.0,21.0,28.0,71.0,69.0,66.0,10.0,13.0,8.0,13.0,6.0
3237,73.0,73.0,50.0,76.0,81.0,60.0,71.0,74.0,70.0,75.0,48.0,74.0,41.0,40.0,31.0,68.0,30.0,90.0,30.0,30.0,93.0,73.0,47.0,29.0,74.0,61.0,82.0,25.0,30.0,20.0,13.0,6.0,8.0,15.0,14.0
3250,77.0,77.0,81.0,59.0,67.0,79.0,53.0,81.0,84.0,69.0,77.0,82.0,77.0,75.0,78.0,79.0,77.0,88.0,74.0,71.0,68.0,85.0,75.0,78.0,77.0,69.0,59.0,74.0,76.0,81.0,13.0,15.0,10.0,15.0,14.0
3277,67.0,72.0,59.0,35.0,62.0,62.0,32.0,64.0,56.0,45.0,57.0,66.0,58.0,62.0,68.0,62.0,67.0,60.0,58.0,65.0,70.0,46.0,74.0,64.0,34.0,72.0,63.0,72.0,68.0,66.0,15.0,12.0,10.0,15.0,6.0
3284,63.0,66.0,61.0,56.0,31.0,70.0,48.0,56.0,66.0,71.0,59.0,69.0,71.0,67.0,69.0,68.0,54.0,61.0,65.0,57.0,55.0,66.0,48.0,51.0,58.0,68.0,51.0,14.0,16.0,21.0,9.0,6.0,13.0,12.0,11.0
3289,65.0,73.0,69.0,65.0,53.0,73.0,56.0,72.0,66.0,53.0,74.0,73.0,72.0,73.0,79.0,65.0,75.0,65.0,60.0,72.0,58.0,59.0,69.0,63.0,63.0,68.0,52.0,49.0,57.0,43.0,8.0,7.0,13.0,8.0,8.0
3307,77.0,84.0,67.0,66.0,73.0,81.0,68.0,74.0,67.0,57.0,78.0,81.0,64.0,62.0,72.0,78.0,53.0,75.0,76.0,73.0,77.0,76.0,74.0,75.0,66.0,79.0,68.0,59.0,72.0,66.0,9.0,12.0,9.0,7.0,15.0
3321,50.0,55.0,35.0,30.0,45.0,55.0,31.0,47.0,36.0,34.0,60.0,50.0,61.0,66.0,59.0,48.0,71.0,52.0,60.0,65.0,50.0,39.0,54.0,42.0,50.0,45.0,41.0,40.0,43.0,48.0,8.0,6.0,9.0,8.0,5.0
